CO2 Concentration,Predicted_GPP,T
359.0,1020.6748380785921,2.735
359.4447676767677,1022.0324778668116,2.735
359.88953535353534,1023.390117655031,2.735
360.33430303030303,1024.7477574432503,2.735
360.77907070707073,1026.1053972314699,2.735
361.22383838383837,1027.4630370196892,2.735
361.66860606060607,1028.8206768079085,2.735
362.11337373737376,1030.1783165961278,2.735
362.5581414141414,1031.5359563843474,2.735
363.0029090909091,1032.8935961725667,2.735
363.44767676767674,1034.2512359607863,2.735
363.89244444444444,1035.6088757490056,2.735
364.33721212121213,1036.9665155372252,2.735
364.7819797979798,1038.3241553254445,2.735
365.22674747474747,1039.6817951136638,2.735
365.67151515151517,1041.0394349018834,2.735
366.1162828282828,1042.3970746901027,2.735
366.5610505050505,1043.754714478322,2.735
367.0058181818182,1045.1123542665416,2.735
367.45058585858584,1046.469994054761,2.735
367.89535353535354,1047.8276338429805,2.735
368.34012121212123,1049.1852736311998,2.735
368.7848888888889,1050.5429134194192,2.735
369.22965656565657,1051.9005532076387,2.735
369.67442424242427,1053.258192995858,2.735
370.1191919191919,1054.6158327840774,2.735
370.5639595959596,1055.9734725722967,2.735
371.00872727272724,1057.331112360516,2.735
371.45349494949494,1058.6887521487358,2.735
371.89826262626264,1060.0463919369552,2.735
372.3430303030303,1061.4040317251745,2.735
372.787797979798,1062.7616715133938,2.735
373.23256565656567,1064.1193113016134,2.735
373.6773333333333,1065.4769510898327,2.735
374.122101010101,1066.8345908780523,2.735
374.5668686868687,1068.1922306662716,2.735
375.01163636363634,1069.549870454491,2.735
375.45640404040404,1070.9075102427105,2.735
375.90117171717174,1072.26515003093,2.735
376.3459393939394,1073.6227898191491,2.735
376.7907070707071,1074.9804296073687,2.735
377.23547474747477,1076.338069395588,2.735
377.6802424242424,1077.6957091838074,2.735
378.1250101010101,1079.053348972027,2.735
378.56977777777774,1080.4109887602463,2.735
379.01454545454544,1081.7686285484656,2.735
379.45931313131314,1083.1262683366851,2.735
379.9040808080808,1084.4839081249045,2.735
380.3488484848485,1085.841547913124,2.735
380.79361616161617,1087.1991877013434,2.735
381.2383838383838,1088.5568274895627,2.735
381.6831515151515,1089.9144672777823,2.735
382.1279191919192,1091.2721070660018,2.735
382.57268686868684,1092.629746854221,2.735
383.01745454545454,1093.9873866424405,2.735
383.46222222222224,1095.34502643066,2.735
383.9069898989899,1096.7026662188791,2.735
384.3517575757576,1098.0603060070987,2.735
384.79652525252527,1099.4179457953182,2.735
385.2412929292929,1100.7755855835376,2.735
385.6860606060606,1102.133225371757,2.735
386.13082828282825,1103.4908651599762,2.735
386.57559595959594,1104.8485049481956,2.735
387.02036363636364,1106.2061447364151,2.735
387.4651313131313,1107.5637845246345,2.735
387.909898989899,1108.921424312854,2.735
388.3546666666667,1110.2790641010736,2.735
388.7994343434343,1111.6367038892927,2.735
389.244202020202,1112.9943436775122,2.735
389.6889696969697,1114.3519834657318,2.735
390.13373737373735,1115.709623253951,2.735
390.57850505050504,1117.0672630421705,2.735
391.0232727272727,1118.4249028303898,2.735
391.4680404040404,1119.7825426186093,2.735
391.9128080808081,1121.1401824068287,2.735
392.3575757575758,1122.4978221950482,2.735
392.8023434343434,1123.8554619832676,2.735
393.2471111111111,1125.213101771487,2.735
393.69187878787875,1126.5707415597062,2.735
394.13664646464645,1127.9283813479258,2.735
394.58141414141414,1129.286021136145,2.735
395.0261818181818,1130.6436609243644,2.735
395.4709494949495,1132.001300712584,2.735
395.9157171717172,1133.3589405008036,2.735
396.3604848484848,1134.7165802890229,2.735
396.8052525252525,1136.0742200772422,2.735
397.2500202020202,1137.4318598654618,2.735
397.69478787878785,1138.789499653681,2.735
398.13955555555555,1140.1471394419004,2.735
398.5843232323232,1141.5047792301198,2.735
399.0290909090909,1142.8624190183393,2.735
399.4738585858586,1144.2200588065589,2.735
399.9186262626263,1145.5776985947782,2.735
400.3633939393939,1146.9353383829975,2.735
400.8081616161616,1148.292978171217,2.735
401.25292929292925,1149.6506179594362,2.735
401.69769696969695,1151.0082577476558,2.735
402.14246464646465,1152.365897535875,2.735
402.5872323232323,1153.7235373240944,2.735
403.032,1155.081177112314,2.735
359.0,968.5658372514952,4.360526315789474
359.4447676767677,972.0079100470093,4.360526315789474
359.88953535353534,975.449982842523,4.360526315789474
360.33430303030303,978.8920556380367,4.360526315789474
360.77907070707073,982.3341284335509,4.360526315789474
361.22383838383837,985.7762012290646,4.360526315789474
361.66860606060607,989.2182740245785,4.360526315789474
362.11337373737376,992.6603468200922,4.360526315789474
362.5581414141414,996.1024196156061,4.360526315789474
363.0029090909091,999.54449241112,4.360526315789474
363.44767676767674,1002.9865652066337,4.360526315789474
363.89244444444444,1006.4286380021476,4.360526315789474
364.33721212121213,1009.8707107976618,4.360526315789474
364.7819797979798,1013.3127835931755,4.360526315789474
365.22674747474747,1016.7548563886892,4.360526315789474
365.67151515151517,1020.1969291842036,4.360526315789474
366.1162828282828,1023.639001979717,4.360526315789474
366.5610505050505,1027.0810747752307,4.360526315789474
367.0058181818182,1030.523147570745,4.360526315789474
367.45058585858584,1033.9652203662588,4.360526315789474
367.89535353535354,1037.407293161773,4.360526315789474
368.34012121212123,1040.8493659572866,4.360526315789474
368.7848888888889,1044.2914387528003,4.360526315789474
369.22965656565657,1047.7335115483145,4.360526315789474
369.67442424242427,1051.1755843438282,4.360526315789474
370.1191919191919,1054.6176571393419,4.360526315789474
370.5639595959596,1058.0597299348558,4.360526315789474
371.00872727272724,1061.5018027303695,4.360526315789474
371.45349494949494,1064.9438755258836,4.360526315789474
371.89826262626264,1068.3859483213976,4.360526315789474
372.3430303030303,1071.8280211169113,4.360526315789474
372.787797979798,1075.270093912425,4.360526315789474
373.23256565656567,1078.712166707939,4.360526315789474
373.6773333333333,1082.1542395034528,4.360526315789474
374.122101010101,1085.596312298967,4.360526315789474
374.5668686868687,1089.0383850944806,4.360526315789474
375.01163636363634,1092.4804578899943,4.360526315789474
375.45640404040404,1095.9225306855085,4.360526315789474
375.90117171717174,1099.3646034810226,4.360526315789474
376.3459393939394,1102.8066762765359,4.360526315789474
376.7907070707071,1106.24874907205,4.360526315789474
377.23547474747477,1109.690821867564,4.360526315789474
377.6802424242424,1113.1328946630774,4.360526315789474
378.1250101010101,1116.5749674585916,4.360526315789474
378.56977777777774,1120.0170402541053,4.360526315789474
379.01454545454544,1123.459113049619,4.360526315789474
379.45931313131314,1126.901185845133,4.360526315789474
379.9040808080808,1130.3432586406468,4.360526315789474
380.3488484848485,1133.785331436161,4.360526315789474
380.79361616161617,1137.2274042316747,4.360526315789474
381.2383838383838,1140.6694770271883,4.360526315789474
381.6831515151515,1144.1115498227025,4.360526315789474
382.1279191919192,1147.5536226182167,4.360526315789474
382.57268686868684,1150.99569541373,4.360526315789474
383.01745454545454,1154.437768209244,4.360526315789474
383.46222222222224,1157.8798410047582,4.360526315789474
383.9069898989899,1161.3219138002714,4.360526315789474
384.3517575757576,1164.7639865957856,4.360526315789474
384.79652525252527,1168.2060593912997,4.360526315789474
385.2412929292929,1171.6481321868134,4.360526315789474
385.6860606060606,1175.0902049823271,4.360526315789474
386.13082828282825,1178.5322777778408,4.360526315789474
386.57559595959594,1181.9743505733547,4.360526315789474
387.02036363636364,1185.4164233688687,4.360526315789474
387.4651313131313,1188.8584961643824,4.360526315789474
387.909898989899,1192.3005689598965,4.360526315789474
388.3546666666667,1195.7426417554107,4.360526315789474
388.7994343434343,1199.184714550924,4.360526315789474
389.244202020202,1202.626787346438,4.360526315789474
389.6889696969697,1206.0688601419522,4.360526315789474
390.13373737373735,1209.5109329374654,4.360526315789474
390.57850505050504,1212.9530057329796,4.360526315789474
391.0232727272727,1216.3950785284933,4.360526315789474
391.4680404040404,1219.8371513240074,4.360526315789474
391.9128080808081,1223.2792241195211,4.360526315789474
392.3575757575758,1226.7212969150353,4.360526315789474
392.8023434343434,1230.163369710549,4.360526315789474
393.2471111111111,1233.6054425060627,4.360526315789474
393.69187878787875,1237.0475153015764,4.360526315789474
394.13664646464645,1240.4895880970905,4.360526315789474
394.58141414141414,1243.9316608926044,4.360526315789474
395.0261818181818,1247.373733688118,4.360526315789474
395.4709494949495,1250.815806483632,4.360526315789474
395.9157171717172,1254.2578792791462,4.360526315789474
396.3604848484848,1257.6999520746597,4.360526315789474
396.8052525252525,1261.1420248701736,4.360526315789474
397.2500202020202,1264.5840976656878,4.360526315789474
397.69478787878785,1268.0261704612014,4.360526315789474
398.13955555555555,1271.4682432567151,4.360526315789474
398.5843232323232,1274.9103160522288,4.360526315789474
399.0290909090909,1278.352388847743,4.360526315789474
399.4738585858586,1281.7944616432571,4.360526315789474
399.9186262626263,1285.2365344387708,4.360526315789474
400.3633939393939,1288.6786072342845,4.360526315789474
400.8081616161616,1292.1206800297987,4.360526315789474
401.25292929292925,1295.562752825312,4.360526315789474
401.69769696969695,1299.004825620826,4.360526315789474
402.14246464646465,1302.4468984163402,4.360526315789474
402.5872323232323,1305.8889712118535,4.360526315789474
403.032,1309.3310440073676,4.360526315789474
359.0,905.0029195377085,5.319
359.4447676767677,910.9875980562183,5.319
359.88953535353534,916.9722765747276,5.319
360.33430303030303,922.9569550932365,5.319
360.77907070707073,928.9416336117467,5.319
361.22383838383837,934.9263121302556,5.319
361.66860606060607,940.9109906487656,5.319
362.11337373737376,946.8956691672745,5.319
362.5581414141414,952.880347685784,5.319
363.0029090909091,958.8650262042936,5.319
363.44767676767674,964.8497047228025,5.319
363.89244444444444,970.8343832413125,5.319
364.33721212121213,976.8190617598223,5.319
364.7819797979798,982.8037402783316,5.319
365.22674747474747,988.7884187968405,5.319
365.67151515151517,994.7730973153509,5.319
366.1162828282828,1000.7577758338596,5.319
366.5610505050505,1006.7424543523689,5.319
367.0058181818182,1012.7271328708789,5.319
367.45058585858584,1018.7118113893882,5.319
367.89535353535354,1024.696489907898,5.319
368.34012121212123,1030.6811684264073,5.319
368.7848888888889,1036.6658469449167,5.319
369.22965656565657,1042.6505254634264,5.319
369.67442424242427,1048.6352039819358,5.319
370.1191919191919,1054.6198825004446,5.319
370.5639595959596,1060.6045610189547,5.319
371.00872727272724,1066.5892395374635,5.319
371.45349494949494,1072.5739180559733,5.319
371.89826262626264,1078.5585965744829,5.319
372.3430303030303,1084.5432750929922,5.319
372.787797979798,1090.5279536115015,5.319
373.23256565656567,1096.5126321300113,5.319
373.6773333333333,1102.4973106485202,5.319
374.122101010101,1108.4819891670304,5.319
374.5668686868687,1114.4666676855393,5.319
375.01163636363634,1120.4513462040486,5.319
375.45640404040404,1126.4360247225584,5.319
375.90117171717174,1132.4207032410686,5.319
376.3459393939394,1138.405381759577,5.319
376.7907070707071,1144.3900602780868,5.319
377.23547474747477,1150.3747387965964,5.319
377.6802424242424,1156.359417315105,5.319
378.1250101010101,1162.3440958336153,5.319
378.56977777777774,1168.3287743521241,5.319
379.01454545454544,1174.3134528706335,5.319
379.45931313131314,1180.2981313891432,5.319
379.9040808080808,1186.2828099076526,5.319
380.3488484848485,1192.2674884261623,5.319
380.79361616161617,1198.2521669446717,5.319
381.2383838383838,1204.236845463181,5.319
381.6831515151515,1210.2215239816908,5.319
382.1279191919192,1216.2062025002006,5.319
382.57268686868684,1222.190881018709,5.319
383.01745454545454,1228.1755595372192,5.319
383.46222222222224,1234.160238055729,5.319
383.9069898989899,1240.1449165742374,5.319
384.3517575757576,1246.1295950927472,5.319
384.79652525252527,1252.1142736112574,5.319
385.2412929292929,1258.0989521297663,5.319
385.6860606060606,1264.0836306482756,5.319
386.13082828282825,1270.068309166785,5.319
386.57559595959594,1276.0529876852945,5.319
387.02036363636364,1282.037666203804,5.319
387.4651313131313,1288.022344722313,5.319
387.909898989899,1294.0070232408232,5.319
388.3546666666667,1299.991701759333,5.319
388.7994343434343,1305.9763802778414,5.319
389.244202020202,1311.9610587963512,5.319
389.6889696969697,1317.9457373148614,5.319
390.13373737373735,1323.9304158333698,5.319
390.57850505050504,1329.9150943518796,5.319
391.0232727272727,1335.899772870389,5.319
391.4680404040404,1341.8844513888987,5.319
391.9128080808081,1347.869129907408,5.319
392.3575757575758,1353.8538084259178,5.319
392.8023434343434,1359.8384869444271,5.319
393.2471111111111,1365.823165462936,5.319
393.69187878787875,1371.8078439814453,5.319
394.13664646464645,1377.792522499955,5.319
394.58141414141414,1383.7772010184651,5.319
395.0261818181818,1389.7618795369738,5.319
395.4709494949495,1395.7465580554835,5.319
395.9157171717172,1401.7312365739933,5.319
396.3604848484848,1407.715915092502,5.319
396.8052525252525,1413.700593611012,5.319
397.2500202020202,1419.6852721295218,5.319
397.69478787878785,1425.669950648031,5.319
398.13955555555555,1431.65462916654,5.319
398.5843232323232,1437.6393076850493,5.319
399.0290909090909,1443.623986203559,5.319
399.4738585858586,1449.6086647220693,5.319
399.9186262626263,1455.5933432405782,5.319
400.3633939393939,1461.5780217590875,5.319
400.8081616161616,1467.5627002775973,5.319
401.25292929292925,1473.5473787961057,5.319
401.69769696969695,1479.5320573146155,5.319
402.14246464646465,1485.5167358331257,5.319
402.5872323232323,1491.5014143516341,5.319
403.032,1497.486092870144,5.319
