P,Predicted_GPP,CO2
406.183,535.4611399,372.04
408.1515253,536.6060311,372.04
410.1200505,537.7509224,372.04
412.0885758,538.8958137,372.04
414.057101,540.0407049,372.04
416.0256263,541.1855962,372.04
417.9941515,542.3304874,372.04
419.9626768,543.4753787,372.04
421.931202,544.62027,372.04
423.8997273,545.7651612,372.04
425.8682525,546.9100525,372.04
427.8367778,548.0549437,372.04
429.805303,549.199835,372.04
431.7738283,550.3447263,372.04
433.7423535,551.4896175,372.04
435.7108788,552.6345088,372.04
437.679404,553.7794,372.04
439.6479293,554.9242913,372.04
441.6164545,556.0691826,372.04
443.5849798,557.2140738,372.04
445.5535051,558.3589651,372.04
447.5220303,559.5038563,372.04
449.4905556,560.6487476,372.04
451.4590808,561.7936389,372.04
453.4276061,562.9385301,372.04
455.3961313,564.0834214,372.04
457.3646566,565.2283126,372.04
459.3331818,566.3732039,372.04
461.3017071,567.5180952,372.04
463.2702323,568.6629864,372.04
465.2387576,569.8078777,372.04
467.2072828,570.952769,372.04
469.1758081,572.0976602,372.04
471.1443333,573.2425515,372.04
473.1128586,574.3874427,372.04
475.0813838,575.532334,372.04
477.0499091,576.6772253,372.04
479.0184343,577.8221165,372.04
480.9869596,578.9670078,372.04
482.9554848,580.111899,372.04
484.9240101,581.2567903,372.04
486.8925354,582.4016816,372.04
488.8610606,583.5465728,372.04
490.8295859,584.6914641,372.04
492.7981111,585.8363553,372.04
494.7666364,586.9812466,372.04
496.7351616,588.1261379,372.04
498.7036869,589.2710291,372.04
500.6722121,590.4159204,372.04
502.6407374,591.5608116,372.04
504.6092626,592.7057029,372.04
506.5777879,593.8505942,372.04
508.5463131,594.9954854,372.04
510.5148384,596.1403767,372.04
512.4833636,597.2852679,372.04
514.4518889,598.4301592,372.04
516.4204141,599.5750505,372.04
518.3889394,600.7199417,372.04
520.3574646,601.864833,372.04
522.3259899,603.0097242,372.04
524.2945152,604.1546155,372.04
526.2630404,605.2995068,372.04
528.2315657,606.444398,372.04
530.2000909,607.5892893,372.04
532.1686162,608.7341806,372.04
534.1371414,609.8790718,372.04
536.1056667,611.0239631,372.04
538.0741919,612.1688543,372.04
540.0427172,613.3137456,372.04
542.0112424,614.4586369,372.04
543.9797677,615.6035281,372.04
545.9482929,616.7484194,372.04
547.9168182,617.8933106,372.04
549.8853434,619.0382019,372.04
551.8538687,620.1830932,372.04
553.8223939,621.3279844,372.04
555.7909192,622.4728757,372.04
557.7594444,623.6177669,372.04
559.7279697,624.7626582,372.04
561.6964949,625.9075495,372.04
563.6650202,627.0524407,372.04
565.6335455,628.197332,372.04
567.6020707,629.3422232,372.04
569.570596,630.4871145,372.04
571.5391212,631.6320058,372.04
573.5076465,632.776897,372.04
575.4761717,633.9217883,372.04
577.444697,635.0666795,372.04
579.4132222,636.2115708,372.04
581.3817475,637.3564621,372.04
583.3502727,638.5013533,372.04
585.318798,639.6462446,372.04
587.2873232,640.7911358,372.04
589.2558485,641.9360271,372.04
591.2243737,643.0809184,372.04
593.192899,644.2258096,372.04
595.1614242,645.3707009,372.04
597.1299495,646.5155922,372.04
599.0984747,647.6604834,372.04
601.067,648.8053747,372.04
406.183,612.8596634,389.3894286
408.1515253,614.4265493,389.3894286
410.1200505,615.9934351,389.3894286
412.0885758,617.5603209,389.3894286
414.057101,619.1272067,389.3894286
416.0256263,620.6940925,389.3894286
417.9941515,622.2609783,389.3894286
419.9626768,623.8278641,389.3894286
421.931202,625.3947499,389.3894286
423.8997273,626.9616357,389.3894286
425.8682525,628.5285216,389.3894286
427.8367778,630.0954074,389.3894286
429.805303,631.6622932,389.3894286
431.7738283,633.229179,389.3894286
433.7423535,634.7960648,389.3894286
435.7108788,636.3629506,389.3894286
437.679404,637.9298364,389.3894286
439.6479293,639.4967222,389.3894286
441.6164545,641.0636081,389.3894286
443.5849798,642.6304939,389.3894286
445.5535051,644.1973797,389.3894286
447.5220303,645.7642655,389.3894286
449.4905556,647.3311513,389.3894286
451.4590808,648.8980371,389.3894286
453.4276061,650.4649229,389.3894286
455.3961313,652.0318087,389.3894286
457.3646566,653.5986945,389.3894286
459.3331818,655.1655804,389.3894286
461.3017071,656.7324662,389.3894286
463.2702323,658.299352,389.3894286
465.2387576,659.8662378,389.3894286
467.2072828,661.4331236,389.3894286
469.1758081,663.0000094,389.3894286
471.1443333,664.5668952,389.3894286
473.1128586,666.133781,389.3894286
475.0813838,667.7006668,389.3894286
477.0499091,669.2675527,389.3894286
479.0184343,670.8344385,389.3894286
480.9869596,672.4013243,389.3894286
482.9554848,673.9682101,389.3894286
484.9240101,675.5350959,389.3894286
486.8925354,677.1019817,389.3894286
488.8610606,678.6688675,389.3894286
490.8295859,680.2357533,389.3894286
492.7981111,681.8026392,389.3894286
494.7666364,683.369525,389.3894286
496.7351616,684.9364108,389.3894286
498.7036869,686.5032966,389.3894286
500.6722121,688.0701824,389.3894286
502.6407374,689.6370682,389.3894286
504.6092626,691.203954,389.3894286
506.5777879,692.7708398,389.3894286
508.5463131,694.3377256,389.3894286
510.5148384,695.9046115,389.3894286
512.4833636,697.4714973,389.3894286
514.4518889,699.0383831,389.3894286
516.4204141,700.6052689,389.3894286
518.3889394,702.1721547,389.3894286
520.3574646,703.7390405,389.3894286
522.3259899,705.3059263,389.3894286
524.2945152,706.8728121,389.3894286
526.2630404,708.4396979,389.3894286
528.2315657,710.0065838,389.3894286
530.2000909,711.5734696,389.3894286
532.1686162,713.1403554,389.3894286
534.1371414,714.7072412,389.3894286
536.1056667,716.274127,389.3894286
538.0741919,717.8410128,389.3894286
540.0427172,719.4078986,389.3894286
542.0112424,720.9747844,389.3894286
543.9797677,722.5416702,389.3894286
545.9482929,724.1085561,389.3894286
547.9168182,725.6754419,389.3894286
549.8853434,727.2423277,389.3894286
551.8538687,728.8092135,389.3894286
553.8223939,730.3760993,389.3894286
555.7909192,731.9429851,389.3894286
557.7594444,733.5098709,389.3894286
559.7279697,735.0767567,389.3894286
561.6964949,736.6436426,389.3894286
563.6650202,738.2105284,389.3894286
565.6335455,739.7774142,389.3894286
567.6020707,741.3443,389.3894286
569.570596,742.9111858,389.3894286
571.5391212,744.4780716,389.3894286
573.5076465,746.0449574,389.3894286
575.4761717,747.6118432,389.3894286
577.444697,749.178729,389.3894286
579.4132222,750.7456149,389.3894286
581.3817475,752.3125007,389.3894286
583.3502727,753.8793865,389.3894286
585.318798,755.4462723,389.3894286
587.2873232,757.0131581,389.3894286
589.2558485,758.5800439,389.3894286
591.2243737,760.1469297,389.3894286
593.192899,761.7138155,389.3894286
595.1614242,763.2807013,389.3894286
597.1299495,764.8475872,389.3894286
599.0984747,766.414473,389.3894286
601.067,767.9813588,389.3894286
406.183,637.9326427,408.524
408.1515253,639.9649436,408.524
410.1200505,641.9972444,408.524
412.0885758,644.0295453,408.524
414.057101,646.0618461,408.524
416.0256263,648.094147,408.524
417.9941515,650.1264478,408.524
419.9626768,652.1587487,408.524
421.931202,654.1910495,408.524
423.8997273,656.2233503,408.524
425.8682525,658.2556512,408.524
427.8367778,660.287952,408.524
429.805303,662.3202529,408.524
431.7738283,664.3525537,408.524
433.7423535,666.3848546,408.524
435.7108788,668.4171554,408.524
437.679404,670.4494563,408.524
439.6479293,672.4817571,408.524
441.6164545,674.514058,408.524
443.5849798,676.5463588,408.524
445.5535051,678.5786596,408.524
447.5220303,680.6109605,408.524
449.4905556,682.6432613,408.524
451.4590808,684.6755622,408.524
453.4276061,686.707863,408.524
455.3961313,688.7401639,408.524
457.3646566,690.7724647,408.524
459.3331818,692.8047656,408.524
461.3017071,694.8370664,408.524
463.2702323,696.8693672,408.524
465.2387576,698.9016681,408.524
467.2072828,700.9339689,408.524
469.1758081,702.9662698,408.524
471.1443333,704.9985706,408.524
473.1128586,707.0308715,408.524
475.0813838,709.0631723,408.524
477.0499091,711.0954732,408.524
479.0184343,713.127774,408.524
480.9869596,715.1600748,408.524
482.9554848,717.1923757,408.524
484.9240101,719.2246765,408.524
486.8925354,721.2569774,408.524
488.8610606,723.2892782,408.524
490.8295859,725.3215791,408.524
492.7981111,727.3538799,408.524
494.7666364,729.3861808,408.524
496.7351616,731.4184816,408.524
498.7036869,733.4507825,408.524
500.6722121,735.4830833,408.524
502.6407374,737.5153841,408.524
504.6092626,739.547685,408.524
506.5777879,741.5799858,408.524
508.5463131,743.6122867,408.524
510.5148384,745.6445875,408.524
512.4833636,747.6768884,408.524
514.4518889,749.7091892,408.524
516.4204141,751.7414901,408.524
518.3889394,753.7737909,408.524
520.3574646,755.8060917,408.524
522.3259899,757.8383926,408.524
524.2945152,759.8706934,408.524
526.2630404,761.9029943,408.524
528.2315657,763.9352951,408.524
530.2000909,765.967596,408.524
532.1686162,767.9998968,408.524
534.1371414,770.0321977,408.524
536.1056667,772.0644985,408.524
538.0741919,774.0967993,408.524
540.0427172,776.1291002,408.524
542.0112424,778.161401,408.524
543.9797677,780.1937019,408.524
545.9482929,782.2260027,408.524
547.9168182,784.2583036,408.524
549.8853434,786.2906044,408.524
551.8538687,788.3229053,408.524
553.8223939,790.3552061,408.524
555.7909192,792.3875069,408.524
557.7594444,794.4198078,408.524
559.7279697,796.4521086,408.524
561.6964949,798.4844095,408.524
563.6650202,800.5167103,408.524
565.6335455,802.5490112,408.524
567.6020707,804.581312,408.524
569.570596,806.6136129,408.524
571.5391212,808.6459137,408.524
573.5076465,810.6782146,408.524
575.4761717,812.7105154,408.524
577.444697,814.7428162,408.524
579.4132222,816.7751171,408.524
581.3817475,818.8074179,408.524
583.3502727,820.8397188,408.524
585.318798,822.8720196,408.524
587.2873232,824.9043205,408.524
589.2558485,826.9366213,408.524
591.2243737,828.9689222,408.524
593.192899,831.001223,408.524
595.1614242,833.0335238,408.524
597.1299495,835.0658247,408.524
599.0984747,837.0981255,408.524
601.067,839.1304264,408.524
